,fund_code,fund_name,fund_type,fund_size_in_M,spk_risk_level,1M_return,3M_return,6M_return,YTD_return,1Y_return,3Y_return,5Y_return,real_1y_return,sharpe,max_loss,annual_fee,charter_annual_fee,annual_net_return,annual_max_total_expense_ratio
541,IBB,İŞ PORTFÖY ATAK DEĞİŞKEN FON,Değişken Şemsiye Fonu,992.37,5,3.1358,19.0317,9.0126,10.3948,20.9409,247.4802,635.5814,-9.42,0.8102,19.7015,2.0,0.0,19.09,3.65
542,YJH,YAPI KREDİ PORTFÖY TEMİZ ENERJİ DEĞİŞKEN FONU,Değişken Şemsiye Fonu,69.66,6,1.9744,23.6351,21.0342,18.6312,20.7683,66.6585,,-9.55,1.0457,18.6224,2.5,2.5,19.29,3.65
543,GZN,GLOBAL MD PORTFÖY BOĞAZİÇİ SERBEST FON,Serbest Şemsiye Fonu,823.98,7,4.391,16.6161,6.6114,8.586,20.7564,702.0242,,-9.56,0.9741,17.0629,2.5,2.5,18.84,0.0
544,YZH,TEB PORTFÖY BIST BANKA ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN),Hisse Senedi Şemsiye Fonu,963.45,7,2.0629,39.6587,11.4378,11.7494,20.6926,597.1256,,-9.61,0.7428,31.3609,2.0,2.0,22.29,2.19
545,DTL,DENİZ PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,146.17,6,11.3351,17.8429,14.4568,8.8177,20.6843,,,-9.61,0.8926,15.409,2.75,2.75,19.89,3.65
546,OLD,QNB PORTFÖY TEMİZ ENERJİ VE SU FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,67.26,6,3.7543,19.7078,16.4361,16.408,20.3938,95.9771,,-9.83,1.1907,15.0867,2.5,2.5,19.8,4.38
547,TLH,AURA PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,121.13,6,14.8688,30.6833,22.9432,18.1993,20.3617,416.8664,1336.1763,-9.85,0.7525,19.7038,2.75,2.75,19.76,3.65
548,TZD,ZİRAAT PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,1100.0,6,7.4432,27.894,22.276,15.4641,20.3366,387.3438,1182.0113,-9.87,0.6991,21.3874,2.75,2.75,18.06,3.65
549,HKG,ZİRAAT PORTFÖY HALK'IN ÜRETEN KADINLARI DEĞİŞKEN FON,Değişken Şemsiye Fonu,19.88,6,6.0586,23.5602,18.2911,16.04,20.3099,,,-9.89,0.8939,12.7909,2.25,2.25,18.8,
550,FID,FİBA PORTFÖY ÇOKLU VARLIK İKİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,1210.0,6,6.0447,19.7104,13.923,15.0784,20.2903,266.9257,842.4109,-9.91,1.0702,12.2715,2.92,2.92,19.38,3.65
551,ACC,İSTANBUL PORTFÖY DÖRDÜNCÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN),Hisse Senedi Şemsiye Fonu,194.25,6,7.3248,23.3609,17.6564,21.1889,20.2778,521.7535,1417.3721,-9.92,0.8151,16.8072,2.56,0.0,19.2,3.65
552,RDF,ROTA PORTFÖY DOKUZUNCU HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,39.67,6,5.7956,22.0199,15.9513,19.2377,20.0713,,,-10.07,0.7418,16.8631,2.0,0.0,18.72,
553,ECA,GLOBAL MD PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,17.13,6,2.3152,10.4837,8.6655,9.1188,19.9526,381.782,903.061,-10.16,1.3292,10.3167,1.94,1.94,19.75,3.65
554,TTE,İŞ PORTFÖY BIST TEKNOLOJİ AĞIRLIK SINIRLAMALI ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,2270.0,7,9.1685,11.5182,28.3507,27.2803,19.8161,381.3046,1038.5872,-10.26,0.8459,19.6086,1.9,0.0,19.31,2.19
555,ARE,İSTANBUL PORTFÖY YABANCI HİSSE SENEDİ FONU,Hisse Senedi Şemsiye Fonu,33.22,6,4.5424,17.7336,15.1445,13.6496,19.6739,138.0961,310.1499,-10.37,1.2949,19.8753,2.5,0.0,20.44,3.65
556,PPB,PHİLLİP PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,397.63,6,4.6786,32.3456,8.4616,9.8355,19.6125,490.9959,,-10.42,0.6613,27.71,2.9,2.9,18.69,3.65
557,KTS,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,150.77,4,6.671,14.4141,11.6839,10.8013,19.5679,297.2108,517.189,-10.45,0.8824,14.6972,2.1,2.1,17.81,3.65
558,HVS,HSBC PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,2290.0,6,4.5705,18.0075,8.6844,13.8761,19.4565,460.3561,1996.7507,-10.53,0.7984,18.3765,2.5,2.5,18.41,3.65
559,TBE,TEB PORTFÖY SAĞLIK VE BİYOTEKNOLOJİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,11.65,5,4.6412,14.5747,9.8957,14.0463,19.3835,,,-10.59,1.2847,12.1223,2.75,2.75,18.15,3.65
560,GBH,GARANTİ PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,1980.0,6,6.7169,20.7832,13.7027,16.2284,19.3358,,,-10.62,0.7643,16.6503,3.2,3.2,18.33,0.0
561,YHK,YAPI KREDİ PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,62.64,6,7.3522,18.0932,19.9095,17.9204,19.0858,,,-10.81,0.7691,14.2676,3.15,3.15,16.57,
562,YCP,YAPI KREDİ PORTFÖY BANKACILIK SEKTÖRÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,976.53,7,2.4227,37.8044,11.097,12.1604,18.8243,552.1687,,-11.01,0.7092,30.0594,3.0,3.0,20.41,
563,SAS,AK PORTFÖY SABANCI TOPLULUĞU ŞİRKETLERİ ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,1730.0,4,0.7631,21.1877,3.4022,5.1527,18.8204,,,-11.01,0.7142,21.9306,2.0,2.0,17.61,
564,TBT,TEB PORTFÖY BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Şemsiye Fonu,1960.0,3,0.7431,14.6945,3.3328,9.5651,18.5784,73.1956,109.1748,-11.19,1.3582,15.2886,2.19,2.19,18.55,3.65
565,RPI,ROTA PORTFÖY İKİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,4.08,6,2.3621,17.8648,10.3559,10.24,18.4004,,,-11.32,0.728,16.6216,2.5,0.0,17.71,
566,FPH,FİBA PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,1620.0,6,6.76,23.4491,14.7707,15.4374,18.241,422.6018,1345.3815,-11.44,0.7328,16.8549,3.103,3.103,17.33,3.65
567,AES,AK PORTFÖY PETROL YABANCI BYF FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,767.3,7,3.5252,18.7247,8.3799,11.3578,18.1853,101.2071,990.8078,-11.48,0.5798,18.6935,2.9,2.9,13.82,4.38
568,ASJ,AKTİF PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,72.45,6,5.5723,20.635,12.6526,10.9552,18.0763,,,-11.57,0.6878,19.1623,2.75,2.75,16.53,3.65
569,AHI,ATLAS PORTFÖY BİRİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN),Hisse Senedi Şemsiye Fonu,79.84,6,3.3513,15.6911,13.5655,15.7323,17.7819,430.6458,1757.6576,-11.79,0.7782,15.6644,2.9,2.9,17.57,3.65
570,GAF,INVEO PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,172.77,6,1.7999,20.9482,9.7325,10.7629,17.6672,498.3515,1480.5754,-11.87,0.6742,19.1746,2.5,2.5,16.25,3.65
571,HMS,HSBC PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,529.81,6,3.6173,18.3783,8.814,11.0966,17.561,481.0236,,-11.95,0.7422,18.186,2.0,2.0,17.02,3.65
572,MPS,AKTİF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,152.98,6,9.8302,21.3575,17.0051,14.9358,17.5496,341.5176,959.9051,-11.96,0.7051,14.246,2.37,2.37,14.74,3.65
573,GKV,GARANTİ PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,174.96,6,7.3888,16.7175,13.9872,14.8017,17.4366,435.528,,-12.05,0.745,13.5064,3.2,3.2,15.31,3.65
574,ZDZ,ZİRAAT PORTFÖY AGRESİF DEĞİŞKEN FON,Değişken Şemsiye Fonu,1500.0,6,5.2839,23.9395,21.9938,15.3586,17.317,489.0288,1184.0766,-12.14,0.5562,22.2673,2.75,2.75,14.79,3.65
575,ZJV,ZİRAAT PORTFÖY BIST 30 DIŞI YILDIZ PAZAR ŞİRKETLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,153.9,6,3.863,12.0804,10.7738,4.2443,17.1259,368.1193,,-12.28,0.7394,13.4283,2.75,2.75,15.43,3.65
576,MMH,AKTİF PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,123.37,6,4.7289,21.5312,12.4088,15.7324,17.1041,401.3032,1234.2199,-12.29,0.676,17.5466,1.5,1.5,15.77,2.19
577,RTH,RE-PIE PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,49.33,6,3.3121,15.078,10.0846,14.6384,16.9334,,,-12.42,0.6819,18.282,2.0,2.0,15.9,0.0
578,PHE,PUSULA PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,29.24,6,-1.4189,14.6044,16.4407,18.6304,16.8856,,,-12.46,0.6504,17.2801,2.5,2.5,15.38,
579,AOY,AK PORTFÖY ALTERNATİF ENERJİ YABANCI HİSSE SENEDİ FONU,Hisse Senedi Şemsiye Fonu,348.27,7,1.2341,27.7177,33.5121,34.5367,16.8837,20.3274,137.5832,-12.46,0.7022,29.9076,2.9,2.9,13.57,3.65
580,YLC,ATA PORTFÖY TARIM VE GIDA DEĞİŞKEN FON,Değişken Şemsiye Fonu,64.31,5,1.922,9.7554,14.2249,16.9056,16.8543,127.0423,,-12.48,1.2391,8.4337,1.75,1.75,15.91,3.65
581,AED,ATA PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,48.82,5,2.4945,12.8855,11.1767,14.7279,16.6817,321.794,837.9697,-12.61,1.006,10.8423,1.75,1.75,16.23,3.65
582,ICF,ICBC TURKEY PORTFÖY HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,22.41,6,5.8306,17.3207,13.5285,12.6818,16.577,513.2917,1600.4729,-12.69,0.7022,15.6426,2.0,2.0,15.58,3.65
583,GHS,GARANTİ PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,3080.0,6,4.1714,20.1846,12.1495,13.647,16.5329,459.9812,1776.3171,-12.72,0.6789,16.9908,3.2,3.2,15.53,3.65
584,DFI,ATLAS PORTFÖY SERBEST FON,Serbest Şemsiye Fonu,8.58,7,-1.5044,5.091,15.8385,17.1683,16.5056,-21.1428,,-12.74,1.0293,15.632,2.0,2.0,16.12,0.0
585,YSL,YAPI KREDİ PORTFÖY KAR PAYI ÖDEYEN KİRA SERTİFİKALARI KATILIM SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,572.23,6,2.6119,1.479,10.219,7.3251,16.4784,,,-12.76,2.0409,4.7704,1.5,1.5,16.05,
586,RPM,ROTA PORTFÖY İLAÇ VE MEDİKAL TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,25.77,6,3.9243,12.1652,7.3008,10.5673,16.3843,124.7847,,-12.83,1.0567,13.3382,2.5,0.0,17.23,3.65
587,IHA,ALLBATROSS PORTFÖY İKİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,26.73,6,7.0068,20.5255,7.5961,7.2318,16.364,,,-12.85,0.6685,17.9016,2.75,0.0,14.9,3.65
588,HBU,HSBC PORTFÖY BİST 30 ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,203.68,7,5.1822,21.9285,12.4704,14.6095,16.2996,333.0328,1047.889,-12.9,0.6283,18.3163,1.0,1.0,14.77,2.19
589,MAC,MARMARA CAPITAL PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,4560.0,7,4.3921,12.8683,22.7749,15.0534,16.2708,444.4954,1684.6577,-12.92,0.6869,14.2313,2.68,2.68,14.72,3.65
590,GZL,GARANTİ PORTFÖY TARIM VE GIDA SEKTÖRÜ DEĞİŞKEN FON,Değişken Şemsiye Fonu,197.82,6,-0.0667,8.2757,15.1101,18.0109,16.2499,113.013,,-12.93,1.0995,9.8406,2.7,2.7,15.35,3.65
591,GLG,AKTİF PORTFÖY CAPİTAL HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,12.97,6,4.5379,9.0898,20.4069,27.4967,16.2032,462.3882,,-12.97,0.7162,16.9889,3.05,3.05,14.66,0.0
592,GAE,GARANTİ PORTFÖY BİST30 ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,1490.0,6,5.3878,21.7868,13.4513,15.0203,16.187,324.4641,957.7145,-12.98,0.6454,17.1745,2.051,2.051,14.77,2.19
593,YEF,YAPI KREDİ PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,1360.0,6,4.943,20.1566,11.5024,14.1048,16.0933,361.2511,1047.7125,-13.05,0.6385,17.218,2.0075,2.0,14.77,2.19
594,KPU,KUVEYT TÜRK PORTFÖY İKİNCİ KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,352.21,6,6.8756,12.7503,8.5383,6.8883,16.0578,,,-13.08,0.6757,14.283,2.2,2.2,13.26,3.65
595,GTM,GARANTİ PORTFÖY TEMETTÜ ÖDEYEN ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,974.71,6,5.3747,20.9676,14.8816,14.4443,15.8247,469.2386,,-13.25,0.7084,16.3394,3.2,3.2,15.55,3.65
596,FSG,FİBA PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,885.36,6,5.1141,22.1803,12.7284,14.8856,15.7973,,,-13.27,0.6335,17.0572,3.4,3.4,14.57,0.0
597,GZM,GLOBAL MD PORTFÖY DİNAMİK SERBEST (TL) FON,Serbest Şemsiye Fonu,32.38,6,6.2797,22.4655,14.4809,10.0252,15.6806,248.1984,,-13.36,0.702,16.6795,2.4,2.4,17.03,0.0
598,GIE,GARANTİ PORTFÖY GARANTİ BBVA İKLİM ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,143.65,6,3.8442,20.0814,11.3019,13.4457,15.633,,,-13.4,0.6323,17.6516,2.0,2.0,14.53,2.19
599,AKU,AK PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,841.94,6,4.9038,20.9046,11.8596,14.0442,15.5579,315.7247,953.3171,-13.45,0.6291,17.3598,2.0,2.0,14.18,2.19
600,YHS,YAPI KREDİ PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,3560.0,6,4.1268,21.0216,13.0945,15.1103,15.4615,425.2446,1352.58,-13.52,0.6372,18.4822,3.44998,3.45,14.89,3.65
601,HVZ,ALLBATROSS PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,253.09,6,4.6855,10.0777,10.5601,9.5097,15.4575,,,-13.53,0.6829,14.346,2.7,0.0,14.62,3.65
602,IDH,İŞ PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,1330.0,7,6.5269,18.6002,11.7552,9.4646,15.4437,598.5572,,-13.54,0.7273,15.8089,3.2,0.0,14.87,3.65
603,IKL,İŞ PORTFÖY SAĞLIK ŞİRKETLERİ KARMA FON,Karma Şemsiye Fonu,190.51,6,0.0412,4.2754,4.2164,12.9392,15.3856,181.4431,,-13.58,1.1647,8.0796,2.75,0.0,13.57,3.65
604,TIE,İŞ PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,986.63,6,4.8227,21.0008,11.4833,13.7408,15.2287,320.0773,953.8684,-13.7,0.6155,17.731,1.9,0.0,13.88,2.19
605,BUY,AK PORTFÖY BÜYÜYEN ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,371.36,5,6.5833,14.676,13.5234,14.5416,15.0274,,,-13.85,0.6705,16.0371,3.3,3.3,13.5,
606,YUB,YAPI KREDİ PORTFÖY KARAKÖY HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,1260.0,6,3.9258,16.2827,9.8146,12.4369,14.7756,,,-14.04,0.6052,19.8821,3.0,3.0,14.41,
607,OIL,OSMANLI PORTFÖY AGRESİF FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,10.86,6,4.6015,20.0515,9.0039,10.8688,14.7334,,,-14.07,0.6867,17.8381,0.1,0.1,14.23,4.38
608,FYD,QNB PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,3670.0,6,6.9905,23.8244,11.2685,13.0457,14.6054,428.584,1777.3311,-14.17,0.6325,20.0962,2.74,2.74,13.69,3.65
609,NZH,NEO PORTFÖY İKİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,2.74,7,3.6598,16.0313,12.9652,16.2263,14.5014,88.2846,,-14.24,0.5446,23.2187,2.25,2.25,13.36,3.65
610,EID,QİNVEST PORTFÖY HİSSE SENEDİ FONU (HİSSE YOĞUN FON),Hisse Senedi Şemsiye Fonu,148.85,6,6.7613,18.5838,15.0696,9.8431,14.3962,545.309,1668.6856,-14.32,0.5935,17.0891,3.0,3.0,12.86,3.65
611,IZB,İSTANBUL PORTFÖY BİRİNCİ FON SEPETİ SERBEST FON,Serbest Şemsiye Fonu,120.97,6,0.0447,-3.5209,12.4059,9.0654,14.3386,407.1626,,-14.37,0.986,13.0204,1.05,0.0,18.42,
612,BTZ,ATLAS PORTFÖY BIST 30 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,5.22,6,6.4149,15.8356,12.9769,12.7143,14.1703,,,-14.49,0.674,16.0076,2.0,2.0,14.77,
613,BID,QNB PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,285.34,6,8.2965,12.8846,13.4353,7.7675,13.7439,,,-14.81,0.6861,15.2586,3.0,3.0,13.1,3.65
614,TAR,AK PORTFÖY TARIM VE GIDA TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,121.4,6,-1.2548,6.5912,16.5818,18.3735,13.7226,,,-14.83,0.9536,9.5243,2.9,2.9,13.46,3.65
615,ST1,STRATEJİ PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,694.67,7,11.5468,24.8762,16.2059,6.752,13.6838,362.6258,1300.8058,-14.86,0.479,23.498,2.993,2.993,12.83,3.65
616,DFC,DENİZ PORTFÖY TARIM VE GIDA DEĞİŞKEN FON,Değişken Şemsiye Fonu,74.33,6,1.4631,9.6015,13.9019,12.0808,13.359,139.8443,,-15.1,1.0386,9.127,2.0,2.0,12.46,3.65
617,GZR,GARANTİ PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,875.83,6,4.609,18.6065,9.8727,10.8801,13.0999,391.9558,,-15.29,0.5855,16.1275,2.2,2.2,12.2,3.65
618,ENJ,AKTİF PORTFÖY ENERJİ ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,29.25,6,12.5304,20.9675,19.8562,12.2575,13.0226,,,-15.35,0.6035,17.8459,2.85,2.85,11.68,
619,SUB,ÜNLÜ PORTFÖY İKİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,98.57,6,3.7404,13.156,10.9917,8.694,12.8291,369.817,741.2086,-15.5,0.637,13.8445,2.25,2.25,12.03,3.65
620,TCD,TACİRLER PORTFÖY DEĞIŞKEN FON,Değişken Şemsiye Fonu,1310.0,6,6.2581,19.5883,13.0438,8.7573,12.3751,306.5808,1469.5666,-15.84,0.5532,14.9127,2.0,2.0,10.43,3.65
621,APJ,AK PORTFÖY BIST ŞİRKETLERİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,114.2,6,5.2034,19.1667,8.3408,9.4903,12.3409,158.7034,287.5703,-15.86,0.5814,17.3914,1.7,1.7,11.74,4.38
622,GL1,AZİMUT PYŞ BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,1590.0,6,7.0375,20.7867,11.024,6.8056,12.2138,474.5294,1488.8001,-15.96,0.5607,16.9534,3.2025,0.0,11.61,3.65
623,THD,TRIVE PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FON (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,8.32,6,3.2062,18.8785,4.8417,4.518,12.1868,,,-15.98,0.5055,22.0747,2.5,2.5,10.51,
624,VAY,AK PORTFÖY DEĞER ODAKLI 100 ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,74.43,4,4.7686,24.8219,12.0939,10.6756,11.8464,,,-16.23,0.5169,19.4894,3.3,3.3,11.07,
625,FUA,AK PORTFÖY İHRACATÇI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,339.02,6,7.5163,11.9726,12.1676,12.4228,11.8221,219.7247,,-16.25,0.4968,15.0503,2.9,2.9,9.78,3.65
626,DDA,DENİZ PORTFÖY BANKACILIK SEKTÖRÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,505.71,7,2.352,42.659,5.9685,2.6939,11.7449,509.3278,,-16.31,0.5015,38.1779,2.0,2.0,12.96,0.0
627,YLE,YAPI KREDİ PORTFÖY BIST SÜRDÜRÜLEBİLİRLİK ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,463.39,6,5.101,19.4991,11.2189,11.8057,11.7411,424.1695,,-16.31,0.5137,17.0937,2.0,2.0,11.01,2.19
628,IIH,İSTANBUL PORTFÖY ÜÇÜNCÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,3740.0,6,5.1642,20.0021,9.2088,9.3339,11.6416,678.91,2435.5615,-16.39,0.5494,16.8554,2.5,2.5,11.13,3.65
629,DAH,DENİZ PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,509.93,6,6.266,16.4087,7.0675,5.0202,11.581,418.0136,1295.105,-16.43,0.4431,23.7041,2.92,0.0,10.1,3.65
630,DZE,DENİZ PORTFÖY BIST 100 ENDEKSİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,205.59,6,5.3588,18.9846,10.5828,10.6637,11.5079,327.7638,1076.1596,-16.49,0.4965,16.8425,1.9,0.0,10.47,2.19
631,TI3,İŞ PORTFÖY İŞ BANKASI İŞTİRAKLERİ ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,2940.0,7,6.7495,24.3496,6.1689,3.1244,11.3472,327.7384,1372.6664,-16.61,0.4626,24.2149,1.9,0.0,9.24,2.19
632,GSP,AZİMUT PYŞ KAR PAYI ÖDEYEN HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,3120.0,6,5.4735,12.1681,5.3527,4.5439,11.2441,465.8323,1053.0972,-16.68,0.5306,17.2012,3.2025,0.0,10.57,3.65
633,KPH,İŞ PORTFÖY KAR PAYI ÖDEYEN HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,599.93,6,5.1282,10.7983,7.614,6.2565,11.1811,,,-16.73,0.5293,16.3344,3.2,0.0,10.24,
634,TI2,İŞ PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,5220.0,6,3.5196,19.5357,7.1253,9.301,11.0727,580.5624,1796.2791,-16.81,0.5288,18.5892,3.2,0.0,10.68,3.65
635,IHT,İŞ PORTFÖY İHRACATÇI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,88.08,6,7.2922,12.9375,7.4066,5.5925,10.5723,,,-17.19,0.4169,18.434,3.2,0.0,7.9,3.65
